5986891805,2017-06-01T21:52:02Z,ForkEvent,,sasmiller,data-lessons/library-git
5985140884,2017-06-01T17:40:00Z,IssuesEvent,opened,yasmina85,data-lessons/library-git
5985126993,2017-06-01T17:38:00Z,IssueCommentEvent,created,evanwill,data-lessons/library-git
5985126369,2017-06-01T17:37:54Z,IssueCommentEvent,created,evanwill,data-lessons/library-git
5985040282,2017-06-01T17:25:36Z,IssueCommentEvent,created,yasmina85,data-lessons/library-git
5985034788,2017-06-01T17:24:49Z,IssueCommentEvent,created,drjwbaker,data-lessons/library-git
5985021852,2017-06-01T17:22:55Z,IssuesEvent,opened,yasmina85,data-lessons/library-git
5985005816,2017-06-01T17:20:35Z,IssueCommentEvent,created,evanwill,data-lessons/library-git
5984922156,2017-06-01T17:08:31Z,ForkEvent,,yasmina85,data-lessons/library-git
5984023295,2017-06-01T15:14:25Z,ForkEvent,,ndalyrose,data-lessons/library-git
5982056082,2017-06-01T10:36:05Z,PushEvent,,jezcope,data-lessons/library-git
5982056068,2017-06-01T10:36:05Z,PullRequestEvent,closed,jezcope,data-lessons/library-git
5982056050,2017-06-01T10:36:05Z,PullRequestEvent,closed,jezcope,data-lessons/library-git
5982056028,2017-06-01T10:36:05Z,PullRequestEvent,closed,jezcope,data-lessons/library-git
5981984242,2017-06-01T10:24:27Z,PushEvent,,jezcope,data-lessons/library-git
5981984214,2017-06-01T10:24:27Z,PullRequestEvent,closed,jezcope,data-lessons/library-git
5980297815,2017-06-01T05:09:45Z,ForkEvent,,laufers,data-lessons/library-git
5980077495,2017-06-01T03:57:25Z,ForkEvent,,eddigse,data-lessons/library-git
5980001041,2017-06-01T03:33:34Z,PullRequestEvent,opened,jduckles,data-lessons/library-git
5979993853,2017-06-01T03:31:20Z,PullRequestEvent,opened,jduckles,data-lessons/library-git
5979915368,2017-06-01T03:07:24Z,PullRequestEvent,opened,jduckles,data-lessons/library-git
5979898081,2017-06-01T03:02:21Z,PullRequestEvent,opened,jduckles,data-lessons/library-git
5978331073,2017-05-31T21:19:51Z,ForkEvent,,jmjamison,data-lessons/library-git
5978305701,2017-05-31T21:16:08Z,ForkEvent,,jduckles,data-lessons/library-git
5987284973,2017-06-01T23:07:16Z,IssueCommentEvent,created,jt14den,data-lessons/library-shell
5987007350,2017-06-01T22:11:50Z,IssueCommentEvent,created,danmichaelo,data-lessons/library-shell
5985690394,2017-06-01T18:56:35Z,IssueCommentEvent,created,drjwbaker,data-lessons/library-shell
5985632693,2017-06-01T18:48:26Z,IssueCommentEvent,created,cmacdonell,data-lessons/library-shell
5985599213,2017-06-01T18:43:47Z,IssueCommentEvent,created,JohnBorghi,data-lessons/library-shell
5985589547,2017-06-01T18:42:23Z,IssueCommentEvent,created,drjwbaker,data-lessons/library-shell
5985538751,2017-06-01T18:35:13Z,IssueCommentEvent,created,JohnBorghi,data-lessons/library-shell
5985533268,2017-06-01T18:34:26Z,IssueCommentEvent,created,drjwbaker,data-lessons/library-shell
5985504944,2017-06-01T18:30:29Z,IssueCommentEvent,created,drjwbaker,data-lessons/library-shell
5985504732,2017-06-01T18:30:28Z,PullRequestEvent,opened,JohnBorghi,data-lessons/library-shell
5985427808,2017-06-01T18:19:56Z,IssueCommentEvent,created,JohnBorghi,data-lessons/library-shell
5985348314,2017-06-01T18:08:41Z,IssueCommentEvent,created,cmacdonell,data-lessons/library-shell
