5986740429,2017-06-01T21:28:38Z,IssueCommentEvent,created,stephwright,mozilla/global-sprint
5986498000,2017-06-01T20:53:07Z,ForkEvent,,jpwrobinson,mozilla/global-sprint
5986172357,2017-06-01T20:06:29Z,IssuesEvent,opened,teonbrooks,mozilla/global-sprint
5985671370,2017-06-01T18:53:52Z,IssueCommentEvent,created,chadsansing,mozilla/global-sprint
5985659708,2017-06-01T18:52:13Z,IssueCommentEvent,created,acabunoc,mozilla/global-sprint
5985642816,2017-06-01T18:49:52Z,ForkEvent,,GeekyShiva,mozilla/global-sprint
5985619823,2017-06-01T18:46:36Z,IssueCommentEvent,created,chadsansing,mozilla/global-sprint
5985257255,2017-06-01T17:56:17Z,IssueCommentEvent,created,deniselinn,mozilla/global-sprint
5985251984,2017-06-01T17:55:35Z,IssueCommentEvent,created,lesliePhD,mozilla/global-sprint
5984710446,2017-06-01T16:38:59Z,IssueCommentEvent,created,maggiemelo,mozilla/global-sprint
5984608811,2017-06-01T16:25:03Z,IssueCommentEvent,created,maggiemelo,mozilla/global-sprint
5984435198,2017-06-01T16:02:32Z,IssueCommentEvent,created,amirad,mozilla/global-sprint
5984312105,2017-06-01T15:47:42Z,IssueCommentEvent,created,mayawagon,mozilla/global-sprint
5984226040,2017-06-01T15:37:27Z,IssuesEvent,closed,acabunoc,mozilla/global-sprint
5984226017,2017-06-01T15:37:27Z,IssueCommentEvent,created,acabunoc,mozilla/global-sprint
5984213438,2017-06-01T15:35:57Z,IssueCommentEvent,created,acabunoc,mozilla/global-sprint
5984168973,2017-06-01T15:30:47Z,IssueCommentEvent,created,acabunoc,mozilla/global-sprint
5984166097,2017-06-01T15:30:27Z,IssueCommentEvent,created,NYCOpenData4All,mozilla/global-sprint
5984160041,2017-06-01T15:29:46Z,IssueCommentEvent,created,acabunoc,mozilla/global-sprint
5984133883,2017-06-01T15:26:38Z,IssueCommentEvent,created,acabunoc,mozilla/global-sprint
5984086086,2017-06-01T15:21:28Z,IssuesEvent,closed,acabunoc,mozilla/global-sprint
5984086065,2017-06-01T15:21:28Z,IssueCommentEvent,created,acabunoc,mozilla/global-sprint
